Date,Age,Tenure_Months,Region,Device,Got_Promotion,Sales_Amount
2023-04-17,67,38,North,Desktop,1,120.03
2023-04-18,62,41,South,Mobile,1,106.05
2023-04-18,38,12,West,Desktop,1,98.77
2023-04-18,35,26,South,Mobile,0,61.89
2023-04-18,54,16,West,Desktop,1,85.46
2023-04-18,62,39,West,Mobile,1,86.64
2023-04-19,49,26,North,Mobile,1,91.45
2023-04-19,53,32,East,Mobile,1,100.76
2023-04-19,34,5,East,Mobile,1,79.3
2023-04-20,52,17,West,Desktop,1,125.65
2023-04-21,66,38,West,Mobile,1,118.9
2023-04-21,28,4,East,Desktop,1,96.48
2023-04-21,38,23,North,Mobile,0,70.5
2023-04-21,69,20,East,Desktop,1,130.7
2023-04-21,43,29,North,Mobile,1,97.75
2023-04-21,21,1,East,Mobile,0,48.44
2023-04-21,51,31,West,Mobile,1,94.23
2023-04-21,69,40,South,Desktop,1,121.06
2023-04-21,65,25,East,Mobile,1,109.46
2023-04-21,35,23,South,Desktop,1,88.33
2023-04-22,57,31,South,Desktop,1,104.18
2023-04-22,52,20,South,Mobile,1,100.35
2023-04-22,58,18,East,Desktop,0,98.96
2023-04-22,46,3,West,Mobile,1,81.08
2023-04-22,69,37,West,Mobile,0,72.83
2023-04-23,46,7,North,Desktop,0,81.93
2023-04-23,55,28,West,Desktop,0,101.24
2023-04-23,59,26,East,Desktop,1,130.61
2023-04-23,38,25,South,Mobile,1,73.17
2023-04-23,59,26,North,Mobile,1,108.04
2023-04-23,30,11,South,Mobile,1,76.73
2023-04-23,66,40,West,Desktop,1,137.21
2023-04-23,58,32,East,Mobile,1,96.84
2023-04-23,34,20,East,Desktop,0,61.79
2023-04-23,26,17,South,Mobile,0,74.0
2023-04-24,58,13,East,Mobile,1,93.8
2023-04-24,18,16,North,Mobile,0,55.13
2023-04-24,19,15,South,Mobile,0,50.36
2023-04-24,65,22,East,Mobile,1,119.07
2023-04-25,46,20,North,Desktop,0,93.29
2023-04-25,50,24,West,Desktop,1,104.37
2023-04-25,27,12,North,Mobile,0,72.61
2023-04-25,67,36,East,Mobile,1,109.54
2023-04-26,57,42,South,Mobile,1,107.75
2023-04-26,38,29,South,Desktop,0,86.56
2023-04-26,45,9,North,Mobile,0,78.74
2023-04-26,28,20,North,Tablet,0,75.92
2023-04-27,51,38,West,Mobile,0,81.48
2023-04-27,25,16,South,Mobile,0,39.32
2023-04-27,39,30,West,Tablet,0,66.42
2023-04-27,25,32,West,Mobile,0,48.7
2023-04-27,66,43,North,Mobile,1,134.69
2023-04-27,32,18,South,Mobile,0,76.88
2023-04-27,34,27,East,Mobile,0,65.84
2023-04-28,40,21,West,Mobile,0,60.48
2023-04-28,41,20,West,Desktop,1,92.85
2023-04-28,62,27,South,Desktop,1,118.43
2023-04-28,36,33,East,Mobile,0,54.36
2023-04-28,22,2,North,Tablet,1,81.61
2023-04-28,49,39,West,Mobile,1,102.6
2023-04-28,61,35,West,Mobile,1,112.62
2023-04-29,18,1,North,Mobile,1,78.25
2023-04-29,40,23,South,Mobile,1,71.92
2023-04-29,54,5,North,Mobile,1,91.92
2023-04-29,25,18,South,Tablet,0,53.66
2023-04-30,30,23,West,Mobile,0,72.53
2023-04-30,25,6,South,Mobile,0,71.11
2023-04-30,40,21,North,Mobile,1,79.77
2023-04-30,60,49,South,Desktop,1,104.86
2023-04-30,18,3,West,Desktop,0,68.2
2023-04-30,62,20,East,Mobile,0,85.99
2023-04-30,68,48,South,Mobile,1,107.64
2023-05-01,41,40,North,Mobile,1,93.86
2023-05-01,52,26,West,Mobile,0,81.08
2023-05-01,41,30,West,Mobile,1,76.18
2023-05-02,34,30,South,Mobile,1,85.14
2023-05-02,22,3,North,Mobile,1,101.58
2023-05-02,37,13,North,Mobile,1,86.82
2023-05-02,38,31,North,Mobile,1,112.6
2023-05-02,57,45,South,Tablet,1,107.17
2023-05-02,48,29,West,Tablet,1,101.55
2023-05-02,63,22,South,Mobile,1,96.98
2023-05-02,53,46,West,Mobile,1,107.45
2023-05-02,28,8,South,Mobile,0,67.38
2023-05-03,69,31,East,Mobile,1,101.85
2023-05-03,32,19,East,Desktop,0,74.84
2023-05-03,36,33,North,Mobile,0,101.41
2023-05-03,24,20,South,Desktop,1,77.8
2023-05-04,68,38,East,Tablet,1,119.31
2023-05-04,45,27,North,Mobile,1,79.87
2023-05-04,68,34,South,Mobile,1,97.74
2023-05-05,60,35,South,Mobile,1,101.67
2023-05-05,22,1,West,Mobile,0,71.76
2023-05-05,22,8,South,Mobile,1,92.74
2023-05-06,47,25,West,Mobile,1,69.1
2023-05-06,49,12,South,Desktop,0,81.01
2023-05-06,25,16,East,Mobile,0,42.11
2023-05-06,27,11,South,Mobile,0,73.14
2023-05-06,55,45,West,Desktop,0,105.07
2023-05-06,64,47,South,Desktop,1,132.85
2023-05-07,49,19,East,Mobile,0,73.11
2023-05-07,65,30,East,Desktop,1,117.81
2023-05-07,45,21,South,Mobile,0,82.61
2023-05-07,34,12,North,Mobile,1,86.73
2023-05-07,48,25,North,Mobile,1,83.04
2023-05-08,25,4,North,Mobile,0,68.65
2023-05-08,57,17,West,Desktop,1,89.01
2023-05-08,42,27,North,Desktop,1,119.24
2023-05-08,26,19,North,Desktop,1,83.27
2023-05-08,19,1,East,Mobile,0,66.15
2023-05-08,32,24,South,Mobile,0,62.86
2023-05-08,67,27,South,Mobile,1,112.63
2023-05-09,20,12,North,Mobile,0,65.42
2023-05-09,66,41,West,Desktop,0,101.65
2023-05-09,53,26,West,Desktop,1,103.51
2023-05-09,21,15,West,Mobile,0,73.91
2023-05-10,31,10,South,Mobile,1,79.55
2023-05-10,58,27,East,Mobile,1,87.02
2023-05-10,58,26,North,Mobile,1,114.25
2023-05-10,42,13,North,Mobile,0,82.55
2023-05-10,67,31,North,Mobile,1,109.15
2023-05-10,27,1,South,Mobile,0,78.18
2023-05-10,38,14,South,Mobile,1,86.89
2023-05-11,53,23,South,Mobile,1,111.43
2023-05-11,29,11,North,Mobile,1,91.41
2023-05-11,44,19,South,Desktop,0,81.85
2023-05-11,57,27,East,Mobile,1,126.69
2023-05-11,19,14,South,Tablet,0,72.83
2023-05-11,30,23,East,Mobile,0,73.89
2023-05-11,49,18,North,Mobile,1,103.61
2023-05-11,48,11,West,Mobile,0,78.09
2023-05-11,33,6,South,Mobile,0,81.3
2023-05-12,49,19,North,Desktop,1,89.43
2023-05-12,49,20,North,Mobile,1,88.77
2023-05-12,51,17,East,Tablet,1,100.35
2023-05-13,28,1,West,Desktop,0,64.73
2023-05-13,27,8,South,Mobile,0,66.98
2023-05-13,32,17,South,Mobile,0,63.6
2023-05-13,34,22,West,Desktop,0,98.33
2023-05-13,57,22,East,Mobile,1,113.73
2023-05-13,35,13,South,Desktop,1,97.31
2023-05-13,26,3,South,Mobile,0,58.13
2023-05-13,42,20,North,Mobile,1,111.88
2023-05-14,57,20,East,Mobile,1,102.78
2023-05-14,31,21,South,Mobile,0,73.12
2023-05-14,42,3,West,Desktop,0,98.74
2023-05-14,67,29,South,Mobile,1,90.98
2023-05-14,39,22,South,Desktop,0,77.39
2023-05-14,69,36,South,Mobile,1,96.26
2023-05-14,47,50,West,Mobile,0,89.89
2023-05-15,37,21,West,Mobile,0,77.44
2023-05-15,38,8,South,Mobile,0,64.33
2023-05-15,61,29,East,Mobile,1,103.3
2023-05-16,49,6,South,Mobile,1,105.0
2023-05-16,68,33,South,Desktop,1,97.19
2023-05-16,63,23,North,Mobile,1,92.28
2023-05-16,66,42,South,Mobile,1,119.46
2023-05-17,38,13,North,Desktop,1,103.9
2023-05-17,52,24,West,Desktop,1,105.6
2023-05-17,49,18,South,Mobile,1,104.22
2023-05-17,47,40,West,Mobile,0,71.73
2023-05-17,56,24,South,Desktop,1,111.63
2023-05-17,66,51,East,Mobile,1,108.28
2023-05-18,29,22,South,Mobile,0,68.72
2023-05-18,58,33,North,Mobile,1,114.81
2023-05-19,64,35,South,Desktop,1,112.88
2023-05-19,35,21,North,Mobile,1,106.72
2023-05-20,38,1,East,Tablet,0,74.42
2023-05-20,30,12,South,Mobile,1,90.23
2023-05-20,38,27,East,Desktop,1,99.44
2023-05-21,25,12,North,Mobile,0,70.88
2023-05-21,63,17,North,Mobile,1,79.63
2023-05-21,57,27,South,Desktop,1,118.77
2023-05-21,63,48,West,Mobile,1,106.37
2023-05-21,24,24,East,Mobile,0,78.24
2023-05-22,40,19,South,Mobile,1,92.21
2023-05-22,61,40,South,Mobile,1,101.35
2023-05-22,49,20,North,Mobile,0,106.13
2023-05-23,28,1,West,Desktop,0,61.59
2023-05-23,39,10,East,Mobile,0,68.77
2023-05-23,39,35,South,Mobile,0,71.35
2023-05-23,60,27,South,Mobile,1,91.46
2023-05-23,42,18,North,Desktop,1,102.28
2023-05-23,39,16,West,Desktop,0,68.95
2023-05-24,45,41,North,Mobile,1,100.49
2023-05-24,46,39,East,Mobile,1,117.73
2023-05-24,30,37,North,Tablet,0,87.45
2023-05-24,35,15,East,Mobile,0,71.51
2023-05-24,19,12,East,Desktop,0,62.96
2023-05-24,46,7,East,Desktop,0,88.33
2023-05-24,38,33,East,Desktop,0,110.01
2023-05-24,32,4,West,Mobile,1,74.61
2023-05-25,69,36,North,Desktop,1,122.91
2023-05-25,44,11,South,Desktop,1,92.32
2023-05-25,67,27,North,Mobile,1,101.91
2023-05-25,48,15,West,Mobile,1,64.66
2023-05-25,32,9,South,Mobile,0,68.89
2023-05-25,68,28,East,Mobile,1,97.79
2023-05-25,40,14,East,Mobile,0,54.01
2023-05-25,41,28,North,Mobile,0,90.97
2023-05-25,61,19,North,Mobile,1,99.56
2023-05-26,30,17,South,Mobile,1,76.42
2023-05-26,39,31,South,Mobile,1,104.71
2023-05-26,60,24,North,Desktop,1,103.01
2023-05-26,54,19,North,Tablet,1,83.29
2023-05-26,50,22,West,Mobile,1,99.41
2023-05-27,20,21,West,Mobile,0,78.47
2023-05-27,36,19,South,Mobile,0,61.47
2023-05-27,40,14,South,Desktop,1,98.85
2023-05-27,46,27,North,Desktop,1,109.5
2023-05-27,47,12,East,Tablet,1,68.77
2023-05-27,56,34,West,Mobile,1,102.95
2023-05-27,61,34,North,Tablet,1,118.89
2023-05-27,64,28,North,Mobile,1,98.67
2023-05-27,42,12,East,Desktop,1,122.59
2023-05-27,54,18,East,Mobile,1,113.44
2023-05-28,64,37,North,Desktop,1,120.49
2023-05-28,25,24,East,Mobile,0,67.12
2023-05-28,59,23,South,Desktop,1,91.19
2023-05-28,33,21,South,Desktop,1,107.94
2023-05-28,25,1,East,Mobile,0,65.45
2023-05-28,18,3,West,Mobile,0,55.76
2023-05-28,61,30,South,Desktop,1,80.25
2023-05-28,22,1,West,Mobile,0,76.32
2023-05-29,20,1,South,Mobile,0,56.57
2023-05-29,18,2,East,Mobile,0,56.11
2023-05-29,21,13,South,Mobile,0,68.95
2023-05-29,57,26,West,Mobile,1,108.56
2023-05-30,52,3,West,Mobile,1,59.56
2023-05-30,49,3,North,Mobile,1,100.57
2023-05-30,59,23,West,Mobile,1,78.43
2023-05-30,51,30,West,Desktop,1,107.75
2023-05-30,60,2,East,Tablet,1,100.0
2023-05-31,42,16,North,Desktop,0,108.57
2023-05-31,27,8,West,Mobile,1,77.5
2023-05-31,38,32,West,Tablet,0,52.08
2023-05-31,63,27,South,Mobile,1,95.56
2023-05-31,56,31,West,Mobile,1,103.43
2023-05-31,44,23,North,Tablet,1,105.01
2023-06-01,44,1,North,Desktop,0,80.0
2023-06-01,19,17,South,Desktop,1,99.26
2023-06-01,58,31,South,Desktop,1,108.26
2023-06-01,65,37,East,Mobile,1,106.95
2023-06-01,30,54,North,Mobile,0,82.33
2023-06-01,26,1,West,Desktop,0,74.19
2023-06-01,69,51,North,Mobile,1,118.76
2023-06-01,53,23,North,Mobile,0,84.72
2023-06-01,39,22,North,Desktop,1,87.98
2023-06-01,59,29,South,Desktop,1,108.46
2023-06-02,43,17,West,Mobile,1,110.78
2023-06-02,29,8,East,Desktop,0,80.01
2023-06-02,34,20,West,Desktop,1,125.44
2023-06-02,31,1,North,Desktop,0,108.21
2023-06-02,31,23,South,Mobile,0,67.47
2023-06-02,51,21,South,Mobile,1,103.85
2023-06-02,37,7,South,Mobile,1,79.82
2023-06-03,28,9,North,Mobile,0,75.0
2023-06-03,33,29,East,Mobile,1,74.13
2023-06-03,68,28,South,Mobile,1,103.59
2023-06-03,48,27,East,Mobile,0,93.11
2023-06-03,23,4,South,Tablet,0,55.14
2023-06-03,36,25,North,Mobile,0,78.64
2023-06-03,54,33,East,Desktop,1,93.42
2023-06-03,21,28,North,Desktop,0,84.68
2023-06-04,64,30,West,Mobile,1,113.19
2023-06-04,21,17,East,Tablet,0,49.7
2023-06-04,37,19,North,Mobile,0,77.68
2023-06-04,27,26,West,Mobile,1,84.36
2023-06-05,41,13,South,Desktop,1,108.85
2023-06-05,52,33,North,Mobile,1,101.99
2023-06-06,43,19,East,Desktop,0,89.49
2023-06-06,54,26,South,Mobile,1,104.28
2023-06-06,55,28,West,Desktop,0,111.79
2023-06-06,38,21,West,Mobile,1,93.47
2023-06-06,57,27,West,Desktop,0,97.16
2023-06-06,56,30,South,Mobile,1,122.58
2023-06-07,38,34,South,Desktop,1,94.38
2023-06-07,27,23,East,Desktop,0,87.7
2023-06-07,55,36,North,Mobile,1,118.1
2023-06-07,63,26,South,Desktop,1,98.74
2023-06-07,21,1,South,Mobile,0,76.36
2023-06-07,62,40,North,Desktop,1,118.11
2023-06-07,37,27,South,Mobile,0,68.97
2023-06-08,34,31,West,Desktop,0,83.06
2023-06-08,24,5,West,Desktop,1,92.29
2023-06-08,21,8,North,Mobile,0,66.23
2023-06-09,46,6,North,Mobile,0,73.79
2023-06-09,31,11,South,Mobile,0,76.67
2023-06-09,20,19,West,Desktop,1,91.88
2023-06-09,41,15,North,Mobile,0,71.98
2023-06-09,54,33,East,Mobile,1,88.86
2023-06-09,33,14,North,Desktop,1,93.57
2023-06-09,69,37,East,Mobile,1,100.7
2023-06-09,21,1,South,Desktop,1,89.62
2023-06-09,41,21,East,Mobile,0,57.8
2023-06-09,51,1,North,Mobile,0,75.21
2023-06-10,47,21,East,Desktop,1,98.65
2023-06-10,35,1,North,Mobile,0,83.55
2023-06-10,36,30,East,Mobile,1,78.82
2023-06-10,48,31,West,Desktop,1,119.27
2023-06-10,36,22,North,Mobile,0,74.72
2023-06-10,66,48,West,Tablet,1,102.74
2023-06-10,63,22,South,Tablet,0,76.97
2023-06-10,36,35,North,Mobile,0,64.72
2023-06-10,39,28,South,Mobile,0,94.74
2023-06-11,41,18,North,Desktop,1,96.73
2023-06-11,62,42,East,Mobile,1,102.52
2023-06-11,29,3,East,Mobile,0,77.55
2023-06-11,47,15,North,Desktop,1,93.24
2023-06-12,55,21,South,Mobile,1,67.46
2023-06-12,48,18,West,Desktop,1,100.9
2023-06-12,53,15,West,Mobile,0,88.97
2023-06-12,36,30,South,Mobile,1,90.99
2023-06-12,65,29,West,Mobile,1,109.09
2023-06-12,62,34,South,Tablet,0,120.52
2023-06-12,53,20,South,Desktop,1,100.88
2023-06-13,47,5,West,Desktop,1,94.68
2023-06-13,66,35,South,Mobile,1,91.96
2023-06-13,50,5,South,Mobile,1,89.09
2023-06-13,35,16,South,Mobile,1,85.69
2023-06-13,69,20,West,Mobile,1,117.68
2023-06-13,66,52,West,Mobile,1,86.23
2023-06-14,45,31,South,Desktop,1,104.26
2023-06-14,64,33,South,Mobile,1,111.21
2023-06-14,28,26,South,Tablet,0,66.76
2023-06-14,62,22,South,Mobile,1,108.21
2023-06-14,50,30,North,Tablet,1,108.99
2023-06-14,34,18,East,Mobile,1,81.26
2023-06-14,23,14,South,Mobile,0,76.09
2023-06-15,21,23,South,Mobile,0,83.14
2023-06-15,37,25,North,Mobile,0,75.68
2023-06-15,65,35,North,Mobile,1,103.26
2023-06-15,64,15,West,Mobile,0,89.54
2023-06-15,44,12,South,Mobile,0,86.4
2023-06-16,32,14,North,Desktop,1,96.66
2023-06-16,23,12,South,Desktop,0,77.05
2023-06-17,64,20,South,Desktop,0,108.47
2023-06-17,31,39,North,Mobile,0,74.28
2023-06-17,28,29,South,Desktop,0,89.24
2023-06-17,56,34,South,Mobile,1,90.47
2023-06-17,26,13,South,Mobile,0,72.32
2023-06-18,43,19,South,Mobile,0,82.89
2023-06-18,33,6,South,Mobile,0,68.38
2023-06-19,22,11,West,Mobile,0,65.56
2023-06-19,69,37,South,Mobile,1,111.14
2023-06-19,27,1,South,Mobile,0,62.44
2023-06-19,67,36,North,Desktop,1,125.36
2023-06-19,20,8,South,Desktop,0,70.13
2023-06-19,30,1,East,Tablet,0,72.87
2023-06-19,60,21,North,Desktop,1,112.23
2023-06-19,66,28,East,Mobile,1,101.47
2023-06-19,47,42,North,Desktop,1,123.44
2023-06-20,62,36,South,Desktop,1,100.28
2023-06-20,23,1,East,Mobile,0,90.49
2023-06-20,34,21,South,Mobile,0,93.58
2023-06-20,62,15,South,Tablet,1,90.59
2023-06-21,68,44,North,Mobile,1,127.51
2023-06-21,36,13,East,Tablet,0,73.59
2023-06-21,59,28,North,Mobile,1,112.59
2023-06-21,52,39,West,Mobile,1,108.6
2023-06-21,63,18,North,Mobile,1,113.2
2023-06-21,43,7,West,Mobile,1,97.63
2023-06-22,68,28,South,Desktop,0,96.37
2023-06-22,22,21,East,Tablet,0,57.96
2023-06-22,46,7,South,Mobile,0,64.25
2023-06-22,54,1,West,Mobile,1,98.5
2023-06-22,37,13,North,Desktop,0,101.19
2023-06-22,66,38,North,Desktop,1,135.15
2023-06-22,38,31,South,Mobile,0,81.11
2023-06-22,27,8,North,Mobile,0,48.36
2023-06-22,22,6,North,Desktop,0,76.88
2023-06-23,53,38,West,Desktop,1,117.35
2023-06-23,23,1,West,Mobile,0,65.09
2023-06-23,43,17,South,Mobile,1,103.71
2023-06-23,21,12,West,Tablet,0,52.51
2023-06-24,56,32,South,Desktop,1,116.46
2023-06-24,56,22,South,Mobile,1,94.83
2023-06-24,67,33,East,Mobile,1,126.74
2023-06-24,52,1,East,Desktop,1,114.41
2023-06-24,18,2,West,Mobile,0,68.08
2023-06-25,41,25,South,Mobile,1,96.3
2023-06-25,53,16,East,Mobile,1,95.4
2023-06-25,23,12,North,Mobile,0,60.05
2023-06-25,58,33,North,Desktop,1,116.12
2023-06-25,63,28,North,Mobile,1,105.39
2023-06-26,61,32,West,Desktop,1,120.58
2023-06-26,48,14,West,Mobile,1,97.94
2023-06-26,37,16,East,Mobile,1,92.31
2023-06-26,41,26,South,Mobile,1,104.09
2023-06-26,42,22,South,Tablet,0,75.84
2023-06-26,53,20,North,Desktop,1,122.57
2023-06-26,38,21,South,Mobile,1,70.05
2023-06-26,47,30,South,Desktop,0,45.65
2023-06-26,41,1,East,Desktop,1,107.17
2023-06-27,61,42,South,Tablet,1,97.55
2023-06-27,59,26,North,Mobile,1,109.91
2023-06-27,47,27,North,Desktop,1,117.39
2023-06-27,39,31,North,Mobile,0,98.25
2023-06-27,45,8,South,Mobile,1,90.94
2023-06-27,24,4,West,Tablet,0,69.11
2023-06-28,52,23,East,Mobile,1,107.23
2023-06-28,45,14,West,Mobile,1,94.77
2023-06-28,31,32,South,Mobile,0,71.92
2023-06-28,27,4,South,Desktop,0,86.96
2023-06-28,33,10,North,Desktop,1,83.22
2023-06-28,33,18,West,Mobile,0,76.13
2023-06-29,48,11,East,Tablet,1,75.04
2023-06-29,59,25,North,Mobile,1,112.7
2023-06-29,42,24,South,Mobile,0,79.45
2023-06-29,30,11,South,Tablet,0,94.52
2023-06-29,23,10,East,Mobile,1,75.87
2023-06-29,61,25,West,Mobile,1,102.89
2023-06-30,26,1,South,Mobile,1,83.67
2023-06-30,62,34,South,Desktop,1,128.68
2023-06-30,53,44,North,Mobile,1,119.98
2023-06-30,60,30,North,Tablet,1,101.53
2023-06-30,37,20,North,Desktop,0,93.21
2023-07-01,35,24,North,Mobile,0,91.99
2023-07-01,60,17,East,Desktop,1,103.55
2023-07-01,38,36,East,Mobile,0,81.15
2023-07-01,21,12,North,Mobile,1,95.39
2023-07-02,67,49,West,Desktop,1,104.01
2023-07-02,50,17,North,Tablet,1,112.74
2023-07-02,44,40,South,Mobile,0,90.2
2023-07-02,24,19,North,Mobile,0,96.29
2023-07-03,23,17,South,Mobile,0,57.53
2023-07-03,32,18,South,Mobile,1,98.19
2023-07-03,35,15,South,Mobile,0,59.57
2023-07-03,49,36,South,Mobile,1,96.16
2023-07-04,28,15,West,Desktop,0,92.84
2023-07-04,37,1,North,Mobile,0,63.35
2023-07-05,41,9,North,Mobile,1,99.6
2023-07-05,32,14,North,Desktop,0,79.12
2023-07-05,65,35,East,Desktop,1,106.22
2023-07-05,24,11,North,Mobile,0,76.63
2023-07-05,38,31,West,Mobile,0,99.25
2023-07-06,59,9,South,Desktop,1,113.2
2023-07-06,43,22,South,Mobile,1,101.47
2023-07-06,61,12,South,Mobile,1,108.49
2023-07-06,31,23,North,Desktop,0,92.22
2023-07-06,54,26,North,Mobile,1,96.91
2023-07-06,38,23,South,Mobile,1,108.0
2023-07-06,35,8,South,Mobile,1,89.32
2023-07-07,22,23,North,Mobile,0,72.48
2023-07-07,20,20,North,Mobile,0,69.55
2023-07-07,40,25,West,Tablet,0,81.6
2023-07-07,43,20,North,Mobile,0,78.15
2023-07-07,54,32,West,Mobile,1,92.17
2023-07-07,41,13,East,Mobile,0,69.62
2023-07-07,66,41,South,Tablet,1,105.18
2023-07-07,36,34,North,Mobile,0,85.94
2023-07-08,68,44,North,Mobile,1,111.88
2023-07-08,42,13,East,Desktop,1,90.66
2023-07-08,38,22,East,Mobile,0,67.17
2023-07-09,29,1,East,Mobile,0,67.31
2023-07-09,58,34,West,Mobile,0,79.24
2023-07-09,50,29,East,Mobile,1,115.24
2023-07-09,67,14,North,Mobile,1,121.94
2023-07-09,21,1,North,Desktop,0,90.84
2023-07-09,59,26,West,Mobile,1,118.1
2023-07-09,24,8,North,Mobile,0,72.99
2023-07-10,39,7,North,Mobile,0,69.2
2023-07-10,50,28,East,Mobile,1,92.52
2023-07-10,34,19,South,Mobile,0,84.27
2023-07-10,41,18,West,Tablet,1,92.47
2023-07-11,51,17,East,Mobile,1,83.75
2023-07-11,45,32,North,Desktop,1,109.95
2023-07-11,60,46,West,Mobile,1,106.27
2023-07-11,58,24,South,Mobile,1,111.65
2023-07-11,56,21,South,Mobile,1,98.16
2023-07-11,39,24,South,Mobile,0,59.6
2023-07-11,66,29,North,Mobile,1,119.59
2023-07-11,34,15,South,Mobile,1,85.95
2023-07-11,51,32,North,Desktop,1,116.1
2023-07-12,23,1,South,Mobile,0,79.73
2023-07-12,63,44,South,Mobile,1,106.07
2023-07-12,23,12,East,Mobile,1,75.39
2023-07-13,51,21,West,Mobile,0,78.99
2023-07-13,18,8,North,Mobile,0,60.84
2023-07-13,27,13,South,Mobile,0,72.39
2023-07-13,38,1,South,Mobile,0,77.8
2023-07-13,22,25,North,Desktop,0,106.68
2023-07-14,19,9,East,Desktop,0,84.46
2023-07-14,39,23,East,Mobile,1,93.75
2023-07-14,65,42,North,Mobile,0,109.32
2023-07-14,19,1,South,Desktop,0,72.15
2023-07-14,27,18,North,Mobile,0,77.39
2023-07-14,51,22,East,Mobile,1,93.96
2023-07-14,33,24,North,Mobile,1,99.18
2023-07-15,65,11,West,Mobile,1,94.74
2023-07-15,68,33,East,Mobile,1,116.08
2023-07-15,56,21,South,Mobile,1,101.35
2023-07-15,39,23,South,Mobile,0,88.06
2023-07-16,29,19,West,Mobile,0,60.05
2023-07-16,41,13,South,Desktop,0,86.94
2023-07-16,64,24,North,Mobile,1,121.4
2023-07-17,57,27,South,Mobile,1,105.31
2023-07-17,55,18,West,Mobile,1,93.26
2023-07-17,27,21,East,Desktop,1,115.69
2023-07-17,52,22,East,Desktop,1,95.27
2023-07-17,68,4,West,Desktop,1,105.2
2023-07-17,66,29,West,Mobile,1,122.81
2023-07-17,49,14,West,Desktop,1,108.18
2023-07-17,24,1,North,Desktop,0,78.11
2023-07-18,38,6,South,Mobile,0,61.55
2023-07-18,37,19,East,Mobile,0,82.18
2023-07-18,43,34,East,Mobile,1,103.95
2023-07-18,21,13,East,Desktop,1,85.96
2023-07-19,63,25,North,Mobile,1,109.49
2023-07-19,69,39,East,Mobile,1,107.2
2023-07-20,39,14,East,Tablet,1,93.96
2023-07-20,32,9,North,Desktop,0,73.03
2023-07-20,57,16,South,Tablet,1,112.42
2023-07-20,38,1,North,Tablet,0,98.51
2023-07-20,32,12,South,Mobile,0,65.2
2023-07-20,39,21,North,Desktop,1,105.14
2023-07-21,69,33,South,Mobile,1,107.8
2023-07-21,45,18,South,Desktop,1,97.08
2023-07-21,31,6,East,Mobile,0,65.61
2023-07-21,44,28,East,Tablet,1,96.29
2023-07-21,58,15,West,Desktop,1,119.58
2023-07-21,57,36,North,Desktop,1,135.35
2023-07-21,45,12,North,Mobile,0,97.41
2023-07-21,43,13,West,Mobile,0,76.58
2023-07-22,66,18,North,Desktop,1,99.08
2023-07-22,19,4,West,Mobile,1,75.0
2023-07-22,42,30,West,Desktop,0,100.49
2023-07-23,20,15,South,Mobile,0,68.32
2023-07-23,25,22,West,Desktop,0,90.98
2023-07-23,61,35,North,Mobile,1,126.69
2023-07-23,50,13,South,Desktop,1,114.77
2023-07-24,59,26,East,Desktop,1,128.57
2023-07-24,69,26,South,Mobile,1,113.15
2023-07-24,52,39,West,Mobile,1,106.91
2023-07-25,23,1,North,Mobile,1,78.85
2023-07-25,56,36,South,Mobile,1,109.57
2023-07-25,69,43,South,Mobile,1,114.13
2023-07-25,40,38,East,Desktop,1,111.8
2023-07-26,42,16,South,Mobile,0,96.23
2023-07-26,67,40,South,Mobile,1,110.32
2023-07-26,60,52,West,Mobile,1,111.4
2023-07-26,36,11,North,Mobile,0,78.67
2023-07-27,22,1,West,Mobile,0,59.48
2023-07-27,68,15,South,Tablet,1,110.81
2023-07-27,28,21,East,Desktop,1,81.68
2023-07-27,29,1,East,Mobile,1,92.11
2023-07-27,27,9,North,Mobile,0,73.28
2023-07-28,25,16,South,Desktop,0,75.86
2023-07-28,41,22,West,Mobile,1,98.76
2023-07-28,45,26,South,Mobile,1,96.86
2023-07-29,58,31,West,Mobile,1,109.03
2023-07-29,53,39,South,Mobile,1,105.62
2023-07-29,54,17,North,Tablet,1,95.89
2023-07-29,38,12,South,Desktop,1,103.83
2023-07-30,25,4,West,Mobile,0,72.87
2023-07-30,26,21,South,Mobile,0,69.51
2023-07-31,64,41,West,Desktop,1,118.92
2023-07-31,32,20,West,Desktop,1,102.54
2023-07-31,65,44,South,Desktop,1,128.38
2023-08-01,63,19,North,Desktop,1,126.02
2023-08-01,57,45,East,Mobile,1,91.66
2023-08-01,35,32,South,Desktop,1,93.08
2023-08-01,59,36,East,Desktop,1,115.95
2023-08-02,37,36,South,Mobile,1,117.67
2023-08-02,23,1,South,Desktop,0,100.86
2023-08-02,29,9,East,Mobile,1,106.91
2023-08-02,19,2,South,Mobile,0,73.06
2023-08-02,24,19,South,Mobile,0,53.2
2023-08-02,33,5,South,Mobile,1,66.96
2023-08-03,20,17,South,Mobile,0,55.01
2023-08-03,62,44,South,Mobile,0,88.69
2023-08-03,20,16,West,Mobile,0,75.2
2023-08-03,44,24,South,Mobile,0,96.85
2023-08-03,67,23,South,Mobile,1,97.61
2023-08-03,60,21,East,Mobile,0,78.29
2023-08-03,57,40,South,Desktop,1,91.92
2023-08-03,55,35,South,Mobile,1,102.88
2023-08-03,50,24,West,Mobile,1,104.32
2023-08-03,45,18,East,Desktop,1,116.94
2023-08-03,18,1,South,Desktop,0,65.84
2023-08-04,25,1,East,Desktop,0,80.04
